setid,Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
slaLM,0,101,298.15,1.4004,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.0106,101,298.15,1.4015,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.0477,101,298.15,1.4057,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.1083,101,298.15,1.4108,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.1495,101,298.15,1.4134,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.2062,101,298.15,1.4163,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.2827,101,298.15,1.4193,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.3204,101,298.15,1.4208,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.542,101,298.15,1.4258,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.7354,101,298.15,1.4285,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.9632,101,298.15,1.4312,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,0.9929,101,298.15,1.4318,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
slaLM,1,101,298.15,1.4319,Singh and Kumar (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
