setid,Weight fraction of 1-methyl-3-octylimidazolium L-glutamate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vvLDk,0.033,100,298.15,1.3393,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.089,100,298.15,1.3495,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.107,100,298.15,1.3523,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.165,100,298.15,1.3611,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.215,100,298.15,1.3687,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.319,100,298.15,1.3853,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.396,100,298.15,1.4008,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.525,100,298.15,1.4216,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
vvLDk,0.658,100,298.15,1.4446,Alopina et al. (2016),Refractive index,Liquid,AADYJk,O,water,ABNiAo,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-methyl-3-octylimidazolium L-glutamate,,,,
