setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
lxWtI,293.15,101.325,1.44503,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,298.15,101.325,1.44355,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,303.15,101.325,1.44204,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,308.15,101.325,1.44056,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,313.15,101.325,1.43904,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,318.15,101.325,1.43751,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,323.15,101.325,1.43599,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,328.15,101.325,1.43451,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,333.15,101.325,1.43304,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,338.15,101.325,1.4316,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
lxWtI,343.15,101.325,1.43014,Gonzalez et al. (2015b),Refractive index,Liquid,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,,,,
