setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
mFRLP,293.15,0,100,1.431,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.0845,100,1.4297,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.2111,100,1.4276,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.3269,100,1.4253,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.4529,100,1.4222,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.5435,100,1.4193,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.637,100,1.4156,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.7321,100,1.4106,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.8285,100,1.4034,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,0.9212,100,1.3925,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,293.15,1,100,1.3772,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0,100,1.4296,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.0845,100,1.4284,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.2111,100,1.4263,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.3269,100,1.424,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.4529,100,1.4208,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.5435,100,1.4179,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.637,100,1.4142,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.7321,100,1.4091,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.8285,100,1.4017,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,0.9212,100,1.3906,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
mFRLP,298.15,1,100,1.3752,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
