setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cPHLJ,293.15,0,101,1.37707,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.049,101,1.38865,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.0981,101,1.39897,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.1987,101,1.41695,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.2961,101,1.43085,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.4055,101,1.44372,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.5043,101,1.45335,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.5987,101,1.46137,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.6937,101,1.46768,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.7992,101,1.47404,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.9042,101,1.47881,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,0.9502,101,1.48087,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,293.15,1,101,1.48392,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0,101,1.37496,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.049,101,1.38617,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.0981,101,1.39708,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.1987,101,1.41521,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.2961,101,1.42948,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.4055,101,1.44245,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.5043,101,1.45208,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.5987,101,1.46001,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.6937,101,1.46641,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.7992,101,1.4725,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.9042,101,1.47743,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,0.9502,101,1.4796,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,298.15,1,101,1.4827,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,303.15,0,101,1.37278,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,303.15,0.049,101,1.38391,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
cPHLJ,303.15,0.0981,101,1.39509,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
