setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FcEkz,298.15,0.9002,101,1.38228,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.9468,101,1.37383,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,1,101,1.35932,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0,101,1.41926,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.016,101,1.41907,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.0703,101,1.41834,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.0986,101,1.41789,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.2816,101,1.41485,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.4082,101,1.412,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.5143,101,1.40877,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.6077,101,1.40521,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.7059,101,1.39995,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.8034,101,1.39236,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.9002,101,1.38064,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,0.9468,101,1.372,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,303.15,1,101,1.35728,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0,101,1.41782,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.016,101,1.41766,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.0703,101,1.4169,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.0986,101,1.41649,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.2816,101,1.41339,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.4082,101,1.41052,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.5143,101,1.40732,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.6077,101,1.40398,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.7059,101,1.39878,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.8034,101,1.39104,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.9002,101,1.37888,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,0.9468,101,1.37027,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,308.15,1,101,1.35519,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
