setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FcEkz,298.15,0,101,1.42064,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.016,101,1.42045,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.0703,101,1.41973,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.0986,101,1.41935,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.2816,101,1.41621,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.4082,101,1.41338,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.5143,101,1.41021,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.6077,101,1.40661,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.7059,101,1.40144,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
FcEkz,298.15,0.8034,101,1.39395,Gonzalez and Gonzalez (2014),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,
