setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
hLfWk,313.15,0.00607,101,1.4858,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,313.15,0.00766,101,1.4855,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,313.15,0.00928,101,1.4852,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,313.15,0.01093,101,1.485,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,313.15,0.01265,101,1.4847,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,318.15,0,101,1.4858,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,318.15,0.00607,101,1.4847,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,318.15,0.00766,101,1.4845,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,318.15,0.00928,101,1.4842,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,318.15,0.01093,101,1.4839,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,318.15,0.01265,101,1.4836,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,323.15,0,101,1.4845,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,323.15,0.00607,101,1.4835,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,323.15,0.00766,101,1.4833,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,323.15,0.00928,101,1.4831,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,323.15,0.01093,101,1.4828,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,323.15,0.01265,101,1.4825,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,328.15,0,101,1.4835,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,328.15,0.00607,101,1.4824,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,328.15,0.00766,101,1.4822,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,328.15,0.00928,101,1.4819,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,328.15,0.01093,101,1.4816,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,328.15,0.01265,101,1.4813,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,333.15,0,101,1.4824,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,333.15,0.00607,101,1.4814,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,333.15,0.00766,101,1.481,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,333.15,0.00928,101,1.4808,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,333.15,0.01093,101,1.4805,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,333.15,0.01265,101,1.4802,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,338.15,0,101,1.4811,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,338.15,0.00607,101,1.4801,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,338.15,0.00766,101,1.4799,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,338.15,0.00928,101,1.4796,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,338.15,0.01093,101,1.4794,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
hLfWk,338.15,0.01265,101,1.479,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAjWCu,CC(=O)[O-].CCC[n+]1ccn(C)c1,1-propyl-3-methylimidazolium acetate,,,,
