setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
sWaVk,298.15,0,101,1.41034,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.1127,101,1.41248,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.1957,101,1.41334,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.298,101,1.41358,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.3832,101,1.41335,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.4881,101,1.41278,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.6047,101,1.41195,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.6937,101,1.4113,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.8055,101,1.41048,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
sWaVk,298.15,0.8532,101,1.4101,Krishna et al. (2016b),Refractive index,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
