setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
owOOT,0.079,288.15,100,1.5067,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,293.15,100,1.5054,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,298.15,100,1.5041,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,303.15,100,1.5027,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,308.15,100,1.5013,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,313.15,100,1.4994,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,318.15,100,1.4978,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,323.15,100,1.4962,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.079,328.15,100,1.4947,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,288.15,100,1.5058,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,293.15,100,1.5044,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,298.15,100,1.5031,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,303.15,100,1.5018,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,308.15,100,1.5004,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,313.15,100,1.4987,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,318.15,100,1.4971,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,323.15,100,1.4955,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.102,328.15,100,1.494,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,288.15,100,1.5051,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,293.15,100,1.5036,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,298.15,100,1.5023,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,303.15,100,1.501,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,308.15,100,1.4996,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,313.15,100,1.4979,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,318.15,100,1.4963,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,323.15,100,1.4948,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
owOOT,0.123,328.15,100,1.4933,Zhang et al. (2020a),Refractive index,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,,
