setid,"Temperature, K","Pressure, kPa",Mole fraction of trimethylbenzylammonium chloride,Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
sQcDE,293,101.13,0.5,1.4982,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,,
sQcDE,298,101.13,0.5,1.4956,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,,
sQcDE,303,101.13,0.5,1.4921,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,,
sQcDE,308,101.13,0.5,1.4892,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,,
sQcDE,313,101.13,0.5,1.4851,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,,
sQcDE,318,101.13,0.5,1.4823,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,,
sQcDE,323,101.13,0.5,1.4781,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,,
