setid,"Temperature, K",Mole fraction of 1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qBRyR,303.15,0.7497,101,1.51228,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,303.15,1,101,1.51114,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,308.15,0,101,1.52294,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,308.15,0.2502,101,1.51636,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,308.15,0.5005,101,1.51409,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,308.15,0.7497,101,1.51064,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,308.15,1,101,1.50938,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,313.15,0,101,1.52159,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,313.15,0.2502,101,1.51489,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,313.15,0.5005,101,1.51254,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,313.15,0.7497,101,1.50899,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,313.15,1,101,1.50765,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,318.15,0,101,1.52022,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,318.15,0.2502,101,1.51343,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,318.15,0.5005,101,1.51099,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,318.15,0.7497,101,1.50736,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,318.15,1,101,1.50595,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,323.15,0,101,1.51887,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,323.15,0.2502,101,1.51199,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,323.15,0.5005,101,1.50943,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,323.15,0.7497,101,1.50574,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,323.15,1,101,1.50419,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,328.15,0,101,1.51755,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,328.15,0.2502,101,1.51051,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,328.15,0.5005,101,1.50784,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,328.15,0.7497,101,1.50408,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,328.15,1,101,1.50255,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,333.15,0,101,1.5162,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,333.15,0.2502,101,1.50902,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,333.15,0.5005,101,1.50632,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,333.15,0.7497,101,1.50253,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,333.15,1,101,1.50087,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,338.15,0,101,1.51486,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,338.15,0.2502,101,1.50755,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,338.15,0.5005,101,1.50475,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,338.15,0.7497,101,1.50093,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,338.15,1,101,1.49921,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,343.15,0,101,1.51353,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,343.15,0.2502,101,1.50611,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,343.15,0.5005,101,1.50324,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,343.15,0.7497,101,1.49932,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,343.15,1,101,1.49757,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,348.15,0,101,1.5122,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,348.15,0.2502,101,1.50459,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,348.15,0.5005,101,1.50173,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,348.15,0.7497,101,1.49774,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,348.15,1,101,1.49593,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,353.15,0,101,1.51084,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,353.15,0.2502,101,1.50318,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,353.15,0.5005,101,1.50018,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,353.15,0.7497,101,1.49615,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
qBRyR,353.15,1,101,1.49429,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AApUki,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],3-ethyl-1-methyl-1H-imidazolium L-serinate,,,,
