setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
DKrVx,293.15,101.325,1.4459,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,298.15,101.325,1.4441,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,303.15,101.325,1.4419,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,308.15,101.325,1.4399,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,313.15,101.325,1.4381,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,318.15,101.325,1.4359,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,323.15,101.325,1.4341,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,328.15,101.325,1.4322,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,333.15,101.325,1.4299,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,338.15,101.325,1.4278,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
DKrVx,343.15,101.325,1.4258,Keshapolla et al. (2019),Refractive index,Liquid,ABbddy,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium octanoate,,,,,,,
