setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZIxNj,298.15,0,101,1.4845,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,303.15,0,101,1.4834,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,303.15,0.00625,101,1.4821,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,303.15,0.00779,101,1.4818,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,303.15,0.00927,101,1.4815,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,303.15,0.01081,101,1.4812,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,303.15,0.01234,101,1.4808,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,308.15,0,101,1.4822,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,308.15,0.00625,101,1.481,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,308.15,0.00779,101,1.4808,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,308.15,0.00927,101,1.4805,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,308.15,0.01081,101,1.4801,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,308.15,0.01234,101,1.4799,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,313.15,0,101,1.4809,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,313.15,0.00625,101,1.4798,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
ZIxNj,313.15,0.00779,101,1.4795,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqkI,CC(=O)[O-].CCCCCn1cc[n+](C)c1,1-methyl-3-pentylimidazolium acetate,,,,
