setid,"Temperature, K","Pressure, kPa",Mole fraction of aluminum chloride,Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vLnbW,293.15,100,0.62,1.48063,Das et al. (2021),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,,,,
vLnbW,298.15,100,0.62,1.47903,Das et al. (2021),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,,,,
vLnbW,303.15,100,0.62,1.47739,Das et al. (2021),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,,,,
vLnbW,308.15,100,0.62,1.47579,Das et al. (2021),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,,,,
vLnbW,313.15,100,0.62,1.4742,Das et al. (2021),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,,,,
vLnbW,318.15,100,0.62,1.47257,Das et al. (2021),Refractive index,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,,,,
