setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
WcalM,293.2,100,589.2,1.4267,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,293.2,100,632.8,1.4248,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,293.2,100,670,1.4235,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,293.2,100,780,1.421,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,293.2,100,935,1.4185,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,298.2,100,589.2,1.4252,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,298.2,100,632.8,1.4234,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,298.2,100,670,1.4222,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,298.2,100,780,1.4199,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,298.2,100,935,1.417,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,303.2,100,589.2,1.4243,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,303.2,100,632.8,1.4224,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,303.2,100,670,1.4213,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,303.2,100,780,1.4192,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,303.2,100,935,1.4162,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,308.2,100,589.2,1.4233,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,308.2,100,632.8,1.4212,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,308.2,100,670,1.4204,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,308.2,100,780,1.4183,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,308.2,100,935,1.4151,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,313.2,100,589.2,1.4221,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,313.2,100,632.8,1.4204,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,313.2,100,670,1.4193,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,313.2,100,780,1.4171,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,313.2,100,935,1.414,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,318.2,100,589.2,1.4211,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,318.2,100,632.8,1.4196,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,318.2,100,670,1.4183,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,318.2,100,780,1.4162,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,318.2,100,935,1.4132,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,323.2,100,589.2,1.4198,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,323.2,100,632.8,1.4184,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,323.2,100,670,1.4174,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,323.2,100,780,1.4148,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
WcalM,323.2,100,935,1.4119,Rives et al. (2021),Refractive index,Liquid,AApHVR,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,,,,,,,
