setid,Weight fraction of N-pentadecyl-N-methylmorpholinium bromide,"Temperature, K","MolaRity of 1-methyl-3-tetradecylimidazolium bromide, mol/dm3","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qSPlK,0.0003,298.15,0.00079,101,1.33262,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,298.15,0.00132,101,1.33265,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,298.15,0.00184,101,1.33269,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,298.15,0.00237,101,1.33271,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,298.15,0.00289,101,1.33273,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,298.15,0.00342,101,1.33275,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,298.15,0.00395,101,1.33278,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,298.15,0.00447,101,1.3328,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00026,101,1.332,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00079,101,1.33203,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00132,101,1.33206,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00184,101,1.33209,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00237,101,1.33211,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00289,101,1.33213,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00342,101,1.33215,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00395,101,1.33217,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,303.15,0.00447,101,1.33219,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00026,101,1.33132,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00079,101,1.33135,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00132,101,1.33138,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00184,101,1.33142,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00237,101,1.33144,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00289,101,1.33146,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00342,101,1.33148,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00395,101,1.33149,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0003,308.15,0.00447,101,1.33151,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00026,101,1.33312,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00079,101,1.33316,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00132,101,1.33319,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00184,101,1.33322,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00237,101,1.33324,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00289,101,1.33326,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00342,101,1.33328,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00395,101,1.3333,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,293.15,0.00447,101,1.33332,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00026,101,1.33264,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00079,101,1.33267,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00132,101,1.33271,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00184,101,1.33273,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00237,101,1.33275,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00289,101,1.33277,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00342,101,1.33278,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00395,101,1.3328,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,298.15,0.00447,101,1.33282,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00026,101,1.33202,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00079,101,1.33206,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00132,101,1.33209,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00184,101,1.33212,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00237,101,1.33214,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00289,101,1.33217,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00342,101,1.33219,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00395,101,1.33222,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,303.15,0.00447,101,1.33224,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00026,101,1.33136,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00079,101,1.33139,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00132,101,1.33142,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00184,101,1.33145,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00237,101,1.33147,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00289,101,1.33149,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00342,101,1.33151,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00395,101,1.33153,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.0006,308.15,0.00447,101,1.33155,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
qSPlK,0.001,293.15,0.00026,101,1.33318,Kaur et al. (2023),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,ABXYdj,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],N-pentadecyl-N-methylmorpholinium bromide,AADYJk,O,water,
