setid,"Temperature, K",Mole fraction of 1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ufrUK,303.15,0,101,1.51081,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,303.15,0.2506,101,1.51184,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,303.15,0.5,101,1.51107,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,303.15,0.7499,101,1.51053,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,303.15,1,101,1.51114,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,308.15,0,101,1.50937,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,308.15,0.2506,101,1.51038,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,308.15,0.5,101,1.5095,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,308.15,0.7499,101,1.50893,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,308.15,1,101,1.50938,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,313.15,0,101,1.50793,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,313.15,0.2506,101,1.50888,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,313.15,0.5,101,1.50796,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,313.15,0.7499,101,1.50731,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,313.15,1,101,1.50765,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,318.15,0,101,1.50651,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,318.15,0.2506,101,1.50736,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,318.15,0.5,101,1.50643,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,318.15,0.7499,101,1.50568,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,318.15,1,101,1.50595,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,323.15,0,101,1.50505,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,323.15,0.2506,101,1.5059,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,323.15,0.5,101,1.50488,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,323.15,0.7499,101,1.50401,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,323.15,1,101,1.50419,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,328.15,0,101,1.50358,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,328.15,0.2506,101,1.50436,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,328.15,0.5,101,1.50338,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,328.15,0.7499,101,1.50244,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,328.15,1,101,1.50255,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,333.15,0,101,1.50217,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,333.15,0.2506,101,1.50293,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,333.15,0.5,101,1.50191,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,333.15,0.7499,101,1.50085,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,333.15,1,101,1.50087,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,338.15,0,101,1.50074,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,338.15,0.2506,101,1.50148,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,338.15,0.5,101,1.50039,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,338.15,0.7499,101,1.49926,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,338.15,1,101,1.49921,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,343.15,0,101,1.49932,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,343.15,0.2506,101,1.49997,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,343.15,0.5,101,1.49888,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,343.15,0.7499,101,1.49771,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,343.15,1,101,1.49757,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,348.15,0,101,1.49795,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,348.15,0.2506,101,1.49851,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,348.15,0.5,101,1.49739,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,348.15,0.7499,101,1.49613,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,348.15,1,101,1.49593,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,353.15,0,101,1.49656,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,353.15,0.2506,101,1.49704,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,353.15,0.5,101,1.49589,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,353.15,0.7499,101,1.49456,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
ufrUK,353.15,1,101,1.49429,Gouveia et al. (2016a),Refractive index,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,,
