setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
bvxze,0,298.15,101,1.36,Rilo et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bvxze,0.6087,298.15,101,1.406,Rilo et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bvxze,0.7056,298.15,101,1.4079,Rilo et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bvxze,0.8072,298.15,101,1.4094,Rilo et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bvxze,0.9054,298.15,101,1.4107,Rilo et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
bvxze,1,298.15,101,1.4123,Rilo et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
