setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
aYhCc,300.831,93,632.8,1.3746,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,301.881,93,632.8,1.3743,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,302.95,93,632.8,1.374,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,303.825,93,632.8,1.3739,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,304.665,93,632.8,1.3738,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,305.283,93,632.8,1.3737,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,305.857,93,632.8,1.3736,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,306.362,93,632.8,1.3737,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,306.801,93,632.8,1.3737,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,307.182,93,632.8,1.3738,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,307.516,93,632.8,1.3739,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,307.818,93,632.8,1.3738,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,308.085,93,632.8,1.374,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,308.326,93,632.8,1.3741,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,308.542,93,632.8,1.3742,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,308.75,93,632.8,1.3743,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,308.944,93,632.8,1.3745,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,309.127,93,632.8,1.3747,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,309.3,93,632.8,1.3748,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,309.453,93,632.8,1.375,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,309.597,93,632.8,1.3752,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
aYhCc,309.72,93,632.8,1.3754,Guo et al. (2017a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,
