setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GyFRW,298.15,0.7023,101.3,1.43734,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.7996,101.3,1.43565,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.8963,101.3,1.43414,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0,101.3,1.45451,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.1076,101.3,1.45035,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.203,101.3,1.4473,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.3072,101.3,1.4442,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.4001,101.3,1.44178,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.492,101.3,1.43969,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.6078,101.3,1.43749,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.7023,101.3,1.43581,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.7996,101.3,1.43419,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,303.15,0.8963,101.3,1.43284,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0,101.3,1.45198,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.1076,101.3,1.44816,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.203,101.3,1.4452,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.3072,101.3,1.4422,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.4001,101.3,1.43992,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.492,101.3,1.43794,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.6078,101.3,1.4358,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.7023,101.3,1.43425,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.7996,101.3,1.43276,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,308.15,0.8963,101.3,1.43137,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0,101.3,1.44947,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.1076,101.3,1.44588,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.203,101.3,1.44304,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.3072,101.3,1.44018,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.4001,101.3,1.43802,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.492,101.3,1.43614,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.6078,101.3,1.43418,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.7023,101.3,1.43262,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.7996,101.3,1.43129,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,313.15,0.8963,101.3,1.43004,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0,101.3,1.44694,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.1076,101.3,1.44363,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.203,101.3,1.44089,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.3072,101.3,1.43816,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.4001,101.3,1.43611,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.492,101.3,1.43432,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.6078,101.3,1.43243,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.7023,101.3,1.43105,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.7996,101.3,1.4299,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,318.15,0.8963,101.3,1.42864,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0,101.3,1.44437,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.1076,101.3,1.44137,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.203,101.3,1.43872,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.3072,101.3,1.43613,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.4001,101.3,1.43419,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.492,101.3,1.43252,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.6078,101.3,1.43076,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.7023,101.3,1.42952,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.7996,101.3,1.42845,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,323.15,0.8963,101.3,1.4272,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
