setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GyFRW,293.15,0,101.3,1.45951,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.1076,101.3,1.4548,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.203,101.3,1.45147,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.3072,101.3,1.4482,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.4001,101.3,1.44552,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.492,101.3,1.44335,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.6078,101.3,1.44075,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.7023,101.3,1.43882,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.7996,101.3,1.43703,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,293.15,0.8963,101.3,1.43532,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0,101.3,1.45704,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.1076,101.3,1.45259,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.203,101.3,1.4494,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.3072,101.3,1.44619,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.4001,101.3,1.44364,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.492,101.3,1.44153,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
GyFRW,298.15,0.6078,101.3,1.43921,Master and Malek (2021b),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
