setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QRyOD,298.87,0.382,623.8,1.4264,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,299.671,0.371,623.8,1.426,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,300.453,0.359,623.8,1.4256,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,301.203,0.347,623.8,1.4252,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,301.926,0.335,623.8,1.4248,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,302.629,0.33,623.8,1.4245,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,303.307,0.317,623.8,1.4241,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,303.937,0.302,623.8,1.4237,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,304.502,0.294,623.8,1.4234,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,304.995,0.284,623.8,1.4231,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,305.414,0.272,623.8,1.4228,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,305.779,0.259,623.8,1.4225,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
