setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QRyOD,306.087,0.253,623.8,1.4223,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,306.337,0.244,623.8,1.4221,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,306.538,0.242,623.8,1.422,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,306.704,0.232,623.8,1.4218,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,306.833,0.228,623.8,1.4217,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,306.934,0.224,623.8,1.4216,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.023,0.219,623.8,1.4215,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.099,0.221,623.8,1.4215,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.164,0.215,623.8,1.4214,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.215,0.217,623.8,1.4214,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.261,0.211,623.8,1.4213,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.3,0.204,623.8,1.4212,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.333,0.198,623.8,1.4211,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.364,0.199,623.8,1.4211,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.39,0.193,623.8,1.421,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.414,0.186,623.8,1.4209,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.435,0.187,623.8,1.4209,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.452,0.18,623.8,1.4208,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.468,0.181,623.8,1.4208,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.48,0.174,623.8,1.4207,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.49,0.175,623.8,1.4207,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.499,0.168,623.8,1.4206,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.508,0.168,623.8,1.4206,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.516,0.162,623.8,1.4205,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.521,0.162,623.8,1.4205,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.525,0.155,623.8,1.4204,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.528,0.155,623.8,1.4204,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.53,0.155,623.8,1.4204,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
QRyOD,307.534,0.149,623.8,1.4203,Zhang et al. (2015c),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
