setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
oBobf,293.2,101.325,1.482,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,298.2,101.325,1.4811,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,299.2,101.325,1.481,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,300.2,101.325,1.4808,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,301.2,101.325,1.4806,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,302.2,101.325,1.4804,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,303.2,101.325,1.4802,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,304.2,101.325,1.4801,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,305.2,101.325,1.4799,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,306.2,101.325,1.4797,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,307.2,101.325,1.4795,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
oBobf,308.2,101.325,1.4793,Soriano et al. (2010),Refractive index,Liquid,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,,,,,
