setid,Mole fraction of ethyl acetate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
PbGCc,0.0493,101.3,298.15,1.43216,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.1112,101.3,298.15,1.43115,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.1546,101.3,298.15,1.43042,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.2125,101.3,298.15,1.4293,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.3102,101.3,298.15,1.42726,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.404,101.3,298.15,1.42453,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.4779,101.3,298.15,1.42219,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.5967,101.3,298.15,1.41721,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.7035,101.3,298.15,1.41123,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.8233,101.3,298.15,1.40097,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
PbGCc,0.9016,101.3,298.15,1.391,Andreatta et al. (2009a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
