setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZqGYI,293.15,0,101,1.38776,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,293.15,0.9197,101,1.42315,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,293.15,0.9484,101,1.42362,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,293.15,0.9926,101,1.42426,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,293.15,1,101,1.4244,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,298.15,0,101,1.38517,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,298.15,0.9197,101,1.42173,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,298.15,0.9484,101,1.42221,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,298.15,0.9926,101,1.4229,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,298.15,1,101,1.42302,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,303.15,0,101,1.38258,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,303.15,0.9197,101,1.42033,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,303.15,0.9484,101,1.42079,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,303.15,0.9926,101,1.42152,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
ZqGYI,303.15,1,101,1.42165,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AATOnt,CCCCCCC,heptane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
