setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
dKlua,298.15,0,100,1.3699,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.1045,100,1.3878,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.2067,100,1.3992,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.3058,100,1.4067,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.4012,100,1.412,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.5002,100,1.4161,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.6065,100,1.4195,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.7081,100,1.4221,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.7932,100,1.4237,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,0.9087,100,1.4256,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,298.15,1,100,1.4267,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,303.15,0,100,1.3673,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,303.15,0.1045,100,1.3855,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,303.15,0.2067,100,1.3969,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,303.15,0.3058,100,1.4045,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
dKlua,303.15,0.4012,100,1.4099,Rao et al. (2021),Refractive index,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAQxSq,CCOC(C)=O,ethyl acetate,,,,
