setid,Mole fraction of propan-2-ol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
WzUfA,0.0515,101,298.15,1.42621,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.0962,101,298.15,1.42549,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.1921,101,298.15,1.42385,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.3213,101,298.15,1.42124,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.3896,101,298.15,1.41962,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.4869,101,298.15,1.41685,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.5173,101,298.15,1.41578,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.6074,101,298.15,1.4124,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.6943,101,298.15,1.40818,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.7996,101,298.15,1.40129,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
WzUfA,0.8995,101,298.15,1.39152,Andreatta et al. (2011),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
