setid,Mole fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MmmuJ,0.189,323.15,101.3,1.43425,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,328.15,101.3,1.43281,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,333.15,101.3,1.43142,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,338.15,101.3,1.42999,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,343.15,101.3,1.42853,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,298.15,101.3,1.44013,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,303.15,101.3,1.43917,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,308.15,101.3,1.43769,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,313.15,101.3,1.43624,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,318.15,101.3,1.43533,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,323.15,101.3,1.43385,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,328.15,101.3,1.43261,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,333.15,101.3,1.43119,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,338.15,101.3,1.42974,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.266,343.15,101.3,1.42835,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
