setid,Mole fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MmmuJ,0.131,298.15,101.3,1.44197,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,303.15,101.3,1.44057,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,308.15,101.3,1.4391,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,313.15,101.3,1.43766,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,318.15,101.3,1.43623,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,323.15,101.3,1.4348,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,328.15,101.3,1.43338,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,333.15,101.3,1.43195,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,338.15,101.3,1.43052,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.131,343.15,101.3,1.42911,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,298.15,101.3,1.44144,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,303.15,101.3,1.44005,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,308.15,101.3,1.43852,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,313.15,101.3,1.43716,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
MmmuJ,0.189,318.15,101.3,1.43573,Gonzalez et al. (2015b),Refractive index,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,,
