setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
rSKxs,313.15,0.01211,100,1.5083,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,318.15,0.00594,100,1.5089,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,318.15,0.00746,100,1.5084,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,318.15,0.00898,100,1.5079,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,318.15,0.0105,100,1.5075,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,318.15,0.01211,100,1.5071,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,323.15,0.00594,100,1.5078,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,323.15,0.00746,100,1.5073,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,323.15,0.00898,100,1.5068,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,323.15,0.0105,100,1.5064,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,323.15,0.01211,100,1.5059,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,328.15,0.00594,100,1.5071,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,328.15,0.00746,100,1.5065,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,328.15,0.00898,100,1.5059,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,328.15,0.0105,100,1.5055,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,328.15,0.01211,100,1.5049,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,333.15,0.00594,100,1.5059,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,333.15,0.00746,100,1.5055,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,333.15,0.00898,100,1.5049,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,333.15,0.0105,100,1.5045,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,333.15,0.01211,100,1.5041,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,338.15,0.00594,100,1.5051,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,338.15,0.00746,100,1.5045,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,338.15,0.00898,100,1.5041,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,338.15,0.0105,100,1.5036,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
rSKxs,338.15,0.01211,100,1.5032,Wei et al. (2015a),Refractive index,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,,
