setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ueKiA,288.15,101.325,1.456,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,293.15,101.325,1.454,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,298.15,101.325,1.452,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,303.15,101.325,1.45,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,308.15,101.325,1.4479,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,313.15,101.325,1.4458,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,318.15,101.325,1.4437,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,323.15,101.325,1.4418,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,328.15,101.325,1.4397,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,333.15,101.325,1.4377,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,338.15,101.325,1.4354,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
ueKiA,343.15,101.325,1.4336,Trivedi et al. (2012),Refractive index,Liquid,ABbHqT,CC(C)COC(=O)[C@H](C)[NH3+].CCCCCCCCCCCCOS(=O)(=O)[O-],(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,,,,,,
