setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EKstj,308.15,0,100,1.38925,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.108,100,1.40292,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.206,100,1.41142,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.3,100,1.41636,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.408,100,1.41998,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.499,100,1.42182,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.602,100,1.42372,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.704,100,1.42562,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.806,100,1.42748,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,0.9,100,1.42866,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,308.15,1,100,1.42984,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0,100,1.38444,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.108,100,1.40008,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.206,100,1.40854,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.3,100,1.41407,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.408,100,1.41801,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.499,100,1.41925,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.602,100,1.42108,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.704,100,1.42306,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.806,100,1.42474,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,0.9,100,1.42604,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,318.15,1,100,1.42715,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
