setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EKstj,298.15,0,100,1.39408,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.108,100,1.40643,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.206,100,1.41442,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.3,100,1.41922,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.408,100,1.42292,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.499,100,1.42482,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.602,100,1.42664,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.704,100,1.42845,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.806,100,1.43004,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,0.9,100,1.43121,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
EKstj,298.15,1,100,1.43253,Vaid et al. (2016),Refractive index,Liquid,AAONwS,CC(C)CO,2-methyl-1-propanol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
