setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wEueV,293.15,100,1.4678,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,298.15,100,1.4657,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,303.15,100,1.4631,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,308.15,100,1.4612,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,313.15,100,1.4589,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,318.15,100,1.4565,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,323.15,100,1.4544,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,328.15,100,1.4523,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,333.15,100,1.4501,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,338.15,100,1.4482,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
wEueV,343.15,100,1.4463,Ramkumar and Gardas (2019),Refractive index,Liquid,AAxtJu,CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,"1,1,3,3-tetramethylguanidinium octanoate",,,,,,,
