setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vAass,0,101,298.15,1.4004,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.0037,101,298.15,1.4006,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.0078,101,298.15,1.401,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.012,101,298.15,1.4013,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.0354,101,298.15,1.403,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.0801,101,298.15,1.405,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.1468,101,298.15,1.4065,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.2542,101,298.15,1.4078,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.396,101,298.15,1.4083,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.6104,101,298.15,1.4086,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.8127,101,298.15,1.4086,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.8961,101,298.15,1.4089,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.9345,101,298.15,1.409,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,0.9749,101,298.15,1.409,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
vAass,1,101,298.15,1.4089,Kumar et al. (2008),Refractive index,Liquid,AAOgvx,COCCO,2-methoxyethan-1-ol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
