setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FQPrf,298.15,0.1089,101,1.51176,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.2048,101,1.50984,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.3037,101,1.50743,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.3979,101,1.5044,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.4922,101,1.50042,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.6018,101,1.49381,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.7084,101,1.48367,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.8029,101,1.46831,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.8984,101,1.43661,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,0.9493,101,1.40198,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,298.15,1,101,1.33255,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0,101,1.51067,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.0987,101,1.50914,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.1089,101,1.50896,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.2048,101,1.50705,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.3037,101,1.50461,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.3979,101,1.50156,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.4922,101,1.49759,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.6018,101,1.49094,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.7084,101,1.48071,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.8029,101,1.46515,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.8984,101,1.43375,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,0.9493,101,1.40013,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
FQPrf,308.15,1,101,1.33131,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAyNkY,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,"1,2-diethylpyridinium ethylsulfate",,,,
