setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cfrgS,298.15,1,101,1.43167,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0,101,1.4148,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.0956,101,1.42009,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.2039,101,1.42329,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.2945,101,1.42525,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.368,101,1.42625,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.4876,101,1.42727,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.5831,101,1.42802,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.6816,101,1.42839,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.7695,101,1.42861,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,0.8594,101,1.42868,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,308.15,1,101,1.4289,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0,101,1.40993,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.0956,101,1.41587,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.2039,101,1.41958,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.2945,101,1.42174,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.368,101,1.42294,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.4876,101,1.42429,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.5831,101,1.42519,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.6816,101,1.42546,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.7695,101,1.42574,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,0.8594,101,1.42604,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,318.15,1,101,1.42612,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
