setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cfrgS,298.15,0,101,1.41967,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.0956,101,1.4241,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.2039,101,1.42717,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.2945,101,1.42874,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.368,101,1.42944,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.4876,101,1.43034,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.5831,101,1.43075,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.6816,101,1.43106,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.7695,101,1.43149,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
cfrgS,298.15,0.8594,101,1.43152,Ijardar and Malek (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,
