setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MAEDB,0,298.15,101,1.42525,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.099,298.15,101,1.4237,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.2012,298.15,101,1.42185,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.2973,298.15,101,1.41964,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.4068,298.15,101,1.41652,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.5067,298.15,101,1.41274,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.601,298.15,101,1.40806,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.6936,298.15,101,1.40193,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.7948,298.15,101,1.39113,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.9009,298.15,101,1.37097,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,0.9499,298.15,101,1.35417,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
MAEDB,1,298.15,101,1.32648,Gomez et al. (2012),Refractive index,Liquid,AAGIBL,CO,methanol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
