setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
IcxmF,0,298.15,101,1.37604,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.0579,298.15,101,1.38671,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.0977,298.15,101,1.3916,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.1906,298.15,101,1.39962,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.2929,298.15,101,1.40509,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.4037,298.15,101,1.409,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.4995,298.15,101,1.41154,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.6006,298.15,101,1.41341,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.7012,298.15,101,1.41483,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.8036,298.15,101,1.41607,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.9012,298.15,101,1.41701,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,0.9483,298.15,101,1.41741,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
IcxmF,1,298.15,101,1.41787,Pereiro et al. (2006b),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,,
