setid,Weight fraction of ethanol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
zvMzi,0.014,100,313.15,1.41547,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.014,10200,313.15,1.41547,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.034,100,313.15,1.41333,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.034,10200,313.15,1.41333,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.072,100,313.15,1.40945,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.072,10200,313.15,1.40945,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.126,100,313.15,1.40425,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.126,10200,313.15,1.40425,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.278,100,313.15,1.3915,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.278,10200,313.15,1.3915,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.324,100,313.15,1.38812,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.324,10200,313.15,1.38812,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.635,100,313.15,1.36939,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
zvMzi,0.635,10200,313.15,1.36939,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,,
