setid,Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NcMxy,0.2,298.15,101,1.4754,Anantharaj and Banerjee (2011),Refractive index,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NcMxy,0.3,298.15,101,1.4927,Anantharaj and Banerjee (2011),Refractive index,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NcMxy,0.4,298.15,101,1.5095,Anantharaj and Banerjee (2011),Refractive index,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NcMxy,0.5,298.15,101,1.5186,Anantharaj and Banerjee (2011),Refractive index,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NcMxy,0.6,298.15,101,1.5247,Anantharaj and Banerjee (2011),Refractive index,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NcMxy,0.7,298.15,101,1.5308,Anantharaj and Banerjee (2011),Refractive index,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
NcMxy,0.8,298.15,101,1.5314,Anantharaj and Banerjee (2011),Refractive index,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
