setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BNMlG,293.15,101.325,1.4161,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,298.15,101.325,1.4147,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,303.15,101.325,1.4126,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,308.15,101.325,1.4107,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,313.15,101.325,1.4088,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,318.15,101.325,1.407,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,323.15,101.325,1.4049,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,328.15,101.325,1.4031,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,333.15,101.325,1.4011,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,338.15,101.325,1.3989,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
BNMlG,343.15,101.325,1.3971,Fang et al. (2019a),Refractive index,Liquid,ABUFEH,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluoroantimonate,,,,,,,
