setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FWblN,303.15,0.7002,100,1.4045,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,303.15,0.8004,100,1.407,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,303.15,0.9011,100,1.408,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0,100,1.3305,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.1001,100,1.3655,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.2002,100,1.379,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.3004,100,1.3875,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.4003,100,1.3935,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.5009,100,1.3975,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.5999,100,1.4005,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.7002,100,1.4025,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.8004,100,1.405,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,313.15,0.9011,100,1.4065,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0,100,1.329,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.1001,100,1.364,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.2002,100,1.377,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.3004,100,1.3875,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.4003,100,1.392,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.5009,100,1.3965,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.5999,100,1.399,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.7002,100,1.401,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.8004,100,1.4025,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,323.15,0.9011,100,1.4045,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0,100,1.3275,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.1001,100,1.362,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.2002,100,1.376,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.3004,100,1.385,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.4003,100,1.391,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.5009,100,1.395,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.5999,100,1.398,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.7002,100,1.399,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.8004,100,1.401,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,333.15,0.9011,100,1.4025,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0,100,1.326,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.1001,100,1.3615,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.2002,100,1.376,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.3004,100,1.385,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.4003,100,1.39,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.5009,100,1.3935,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.5999,100,1.397,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.7002,100,1.3985,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.8004,100,1.3995,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
FWblN,343.15,0.9011,100,1.401,Carissimi et al. (2019),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
