setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
SBjQz,0,298.15,101,1.41831,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.0517,298.15,101,1.41844,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.104,298.15,101,1.41726,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.1995,298.15,101,1.41454,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.2975,298.15,101,1.41296,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.3993,298.15,101,1.41485,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.5002,298.15,101,1.41652,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.599,298.15,101,1.41435,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.6994,298.15,101,1.40537,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.7997,298.15,101,1.39145,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.9,298.15,101,1.37496,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,0.9501,298.15,101,1.36221,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
SBjQz,1,298.15,101,1.32668,Kim et al. (2010),Refractive index,Liquid,AAGIBL,CO,methanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
