setid,Mole fraction of propan-1-ol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cBxUi,0,298.15,101,1.42525,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.0787,298.15,101,1.42424,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.1022,298.15,101,1.42391,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.247,298.15,101,1.42164,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.39,298.15,101,1.41887,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.442,298.15,101,1.41758,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.4877,298.15,101,1.41661,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.569,298.15,101,1.41422,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.6455,298.15,101,1.41148,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.703,298.15,101,1.40897,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.75,298.15,101,1.40667,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.8048,298.15,101,1.40345,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,0.8492,298.15,101,1.40025,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
cBxUi,1,298.15,101,1.38307,Gomez et al. (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
