setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
lIxgV,0,101,298.15,1.4242,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.0094,101,298.15,1.4244,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.0158,101,298.15,1.4243,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.0402,101,298.15,1.4246,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.0692,101,298.15,1.4245,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.1474,101,298.15,1.4238,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.2424,101,298.15,1.422,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.32,101,298.15,1.4205,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.4201,101,298.15,1.4185,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.4944,101,298.15,1.417,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.5845,101,298.15,1.4152,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.7211,101,298.15,1.4127,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.8453,101,298.15,1.4109,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,0.9051,101,298.15,1.41,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
lIxgV,1,101,298.15,1.4089,Singh and Kumar (2010),Refractive index,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
