setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
mtGfa,315.525,0.011,101,1.3897,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,315.525,0.319,101,1.4059,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,316.811,0.013,101,1.3893,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,316.811,0.305,101,1.405,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,318.006,0.014,101,1.3889,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,318.006,0.294,101,1.4042,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,319.111,0.016,101,1.3886,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,319.111,0.282,101,1.4034,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,320.113,0.017,101,1.3883,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,320.113,0.267,101,1.4025,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,321.018,0.019,101,1.3881,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,321.018,0.26,101,1.4019,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,321.83,0.022,101,1.388,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,321.83,0.249,101,1.4012,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,322.54,0.024,101,1.3879,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,322.54,0.238,101,1.4005,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,323.156,0.026,101,1.3878,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,323.156,0.227,101,1.3998,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,323.677,0.029,101,1.3878,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,323.677,0.219,101,1.3993,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,324.112,0.031,101,1.3878,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,324.112,0.212,101,1.3988,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,324.489,0.033,101,1.3878,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,324.489,0.204,101,1.3983,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,324.798,0.035,101,1.3879,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,324.798,0.195,101,1.3978,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.048,0.038,101,1.388,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.048,0.191,101,1.3975,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.252,0.04,101,1.3881,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.252,0.186,101,1.3972,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.406,0.042,101,1.3882,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.406,0.183,101,1.397,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.635,0.045,101,1.3883,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.635,0.175,101,1.3965,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.658,0.045,101,1.3883,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.658,0.175,101,1.3965,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.749,0.047,101,1.3884,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.749,0.172,101,1.3963,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.824,0.048,101,1.3885,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.824,0.168,101,1.3961,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.946,0.05,101,1.3886,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.946,0.163,101,1.3958,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.987,0.05,101,1.3886,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,325.987,0.162,101,1.3957,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
mtGfa,326.063,0.052,101,1.3887,Cui et al. (2013),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
