setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EfZpY,293.15,0,100,1.4411,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.1282,100,1.4384,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.2454,100,1.4356,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.3506,100,1.4326,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.469,100,1.4284,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.5728,100,1.4237,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.6564,100,1.4191,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.7574,100,1.4119,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.8422,100,1.4037,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,0.9231,100,1.3927,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,293.15,1,100,1.3772,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0,100,1.4399,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.1282,100,1.4372,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.2454,100,1.4345,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.3506,100,1.4314,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.469,100,1.4272,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.5728,100,1.4225,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.6564,100,1.4178,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.7574,100,1.4105,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.8422,100,1.4021,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,0.9231,100,1.3909,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,298.15,1,100,1.3752,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
