setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EfZpY,303.15,0,100,1.4384,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.1282,100,1.4358,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.2454,100,1.4331,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.3506,100,1.43,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.469,100,1.4257,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.5728,100,1.4209,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.6564,100,1.4161,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.7574,100,1.4087,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.8422,100,1.4002,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,0.9231,100,1.3889,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,303.15,1,100,1.3728,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0,100,1.437,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.1282,100,1.4345,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.2454,100,1.4318,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.3506,100,1.4287,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.469,100,1.4243,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.5728,100,1.4194,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.6564,100,1.4147,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.7574,100,1.4071,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.8422,100,1.3985,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,0.9231,100,1.3869,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,308.15,1,100,1.3704,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0,100,1.4355,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.1282,100,1.4331,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.2454,100,1.4304,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.3506,100,1.4273,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.469,100,1.4228,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.5728,100,1.4179,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.6564,100,1.4131,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.7574,100,1.4054,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.8422,100,1.3967,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,0.9231,100,1.385,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
EfZpY,313.15,1,100,1.3682,Warminska and Cichowska-Kopczynska (2022),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,,
