setid,"Temperature, K","Pressure, kPa",Mole fraction of trimethylbenzylammonium chloride,Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EZEDa,293,101.13,0.5,1.5143,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAWlvM,OCCCCCCO,"1,6-hexanediol",,,,
EZEDa,298,101.13,0.5,1.5107,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAWlvM,OCCCCCCO,"1,6-hexanediol",,,,
EZEDa,303,101.13,0.5,1.5083,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAWlvM,OCCCCCCO,"1,6-hexanediol",,,,
EZEDa,308,101.13,0.5,1.5052,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAWlvM,OCCCCCCO,"1,6-hexanediol",,,,
EZEDa,313,101.13,0.5,1.5016,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAWlvM,OCCCCCCO,"1,6-hexanediol",,,,
EZEDa,318,101.13,0.5,1.4987,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAWlvM,OCCCCCCO,"1,6-hexanediol",,,,
EZEDa,323,101.13,0.5,1.4963,Balaraman and Rathnasamy (2019),Refractive index,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAWlvM,OCCCCCCO,"1,6-hexanediol",,,,
