setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NLJGD,288.15,0,101,1.38732,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.05007,101,1.39381,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.10135,101,1.39933,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.15027,101,1.40371,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.20005,101,1.40743,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.24971,101,1.41088,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.30078,101,1.41391,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.39964,101,1.41854,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.49649,101,1.42297,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.60201,101,1.42671,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.70429,101,1.42943,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.7945,101,1.43174,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.84213,101,1.4325,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,0.89876,101,1.43378,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,288.15,1,101,1.43599,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0,101,1.38318,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.05007,101,1.38991,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.10135,101,1.39557,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.15027,101,1.4001,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.20005,101,1.404,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.24971,101,1.40747,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.30078,101,1.41061,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.39964,101,1.41537,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.49649,101,1.41986,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.60201,101,1.42372,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.70429,101,1.42647,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.7945,101,1.42886,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.84213,101,1.42963,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,0.89876,101,1.43096,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,298.15,1,101,1.43322,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,308.15,0,101,1.37897,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,308.15,0.05007,101,1.38613,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,308.15,0.10135,101,1.39221,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,308.15,0.15027,101,1.3968,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,308.15,0.20005,101,1.4009,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,308.15,0.24971,101,1.40434,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
NLJGD,308.15,0.30078,101,1.40747,Vercher et al. (2010b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
