setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
SApeJ,283.15,101.325,1.4288,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,288.15,101.325,1.4274,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,293.15,101.325,1.426,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,298.15,101.325,1.4246,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,303.15,101.325,1.4232,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,308.15,101.325,1.4218,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,313.15,101.325,1.4203,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,318.15,101.325,1.419,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,323.15,101.325,1.4176,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,328.15,101.325,1.4162,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,333.15,101.325,1.4148,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,338.15,101.325,1.4134,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,343.15,101.325,1.412,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,348.15,101.325,1.4107,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
SApeJ,353.15,101.325,1.4093,Seki et al. (2019),Refractive index,Liquid,ABjAjC,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,,,,,,,
