setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NjZuN,298.15,0.0101,101,1.5583,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,298.15,0.0114,101,1.5571,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,303.15,0.0006,101,1.5648,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,303.15,0.001,101,1.5644,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,303.15,0.0035,101,1.5624,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,303.15,0.0075,101,1.5589,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,303.15,0.0101,101,1.5567,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,303.15,0.0114,101,1.5558,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,308.15,0.0006,101,1.5634,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,308.15,0.001,101,1.563,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,308.15,0.0035,101,1.561,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,308.15,0.0075,101,1.5575,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,308.15,0.0101,101,1.5555,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,308.15,0.0114,101,1.5544,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,313.15,0.0006,101,1.5621,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,313.15,0.001,101,1.5618,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,313.15,0.0035,101,1.5598,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,313.15,0.0075,101,1.5563,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,313.15,0.0101,101,1.5542,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,313.15,0.0114,101,1.5531,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,318.15,0.0006,101,1.5607,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,318.15,0.001,101,1.5603,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,318.15,0.0035,101,1.5583,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,318.15,0.0075,101,1.555,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,318.15,0.0101,101,1.5527,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,318.15,0.0114,101,1.5518,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,323.15,0.0006,101,1.5593,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,323.15,0.001,101,1.5589,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,323.15,0.0035,101,1.5568,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,323.15,0.0075,101,1.5537,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,323.15,0.0101,101,1.5514,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,323.15,0.0114,101,1.5503,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,328.15,0.0006,101,1.5579,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,328.15,0.001,101,1.5575,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,328.15,0.0035,101,1.5555,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,328.15,0.0075,101,1.552,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,328.15,0.0101,101,1.5499,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,328.15,0.0114,101,1.5489,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,333.15,0.0006,101,1.5565,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,333.15,0.001,101,1.5561,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,333.15,0.0035,101,1.5541,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,333.15,0.0075,101,1.5508,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,333.15,0.0101,101,1.5485,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,333.15,0.0114,101,1.5475,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,338.15,0.0006,101,1.5551,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,338.15,0.001,101,1.5547,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,338.15,0.0035,101,1.5526,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,338.15,0.0075,101,1.5494,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,338.15,0.0101,101,1.5471,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,338.15,0.0114,101,1.546,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,343.15,0.0006,101,1.5537,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,343.15,0.001,101,1.5534,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,343.15,0.0035,101,1.5513,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,343.15,0.0075,101,1.548,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,343.15,0.0101,101,1.5457,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
NjZuN,343.15,0.0114,101,1.5446,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,AADYJk,O,water,,,,
