setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
HMdqC,293.15,0,101,1.37495,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,293.15,0.8732,101,1.42206,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,293.15,0.9107,101,1.42276,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,293.15,0.9288,101,1.42314,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,293.15,0.9532,101,1.42356,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,293.15,1,101,1.4244,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,298.15,0,101,1.37217,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,298.15,0.8732,101,1.42057,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,298.15,0.9107,101,1.42133,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,298.15,0.9288,101,1.42174,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,298.15,0.9532,101,1.42216,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,298.15,1,101,1.42302,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,303.15,0,101,1.36936,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,303.15,0.8732,101,1.41939,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,303.15,0.9107,101,1.41996,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,303.15,0.9288,101,1.42042,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,303.15,0.9532,101,1.42078,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
HMdqC,303.15,1,101,1.42165,Pereiro and Rodriguez (2008e),Refractive index,Liquid,AAQdzy,CCCCCC,hexane,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
