setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
yZWnp,283.15,101.325,1.44855,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,285.65,101.325,1.44789,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,288.15,101.325,1.44723,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,290.65,101.325,1.44655,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,293.15,101.325,1.44588,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,295.65,101.325,1.44522,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,298.15,101.325,1.44455,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,300.65,101.325,1.44389,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,303.15,101.325,1.44322,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,305.65,101.325,1.44256,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,308.15,101.325,1.4419,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,310.65,101.325,1.44123,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,313.15,101.325,1.44057,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,315.65,101.325,1.4399,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,318.15,101.325,1.43924,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,320.65,101.325,1.43859,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,323.15,101.325,1.43792,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,325.65,101.325,1.43726,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,328.15,101.325,1.43659,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,330.65,101.325,1.43593,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,333.15,101.325,1.43528,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,335.65,101.325,1.43463,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
yZWnp,338.15,101.325,1.43398,Bandres et al. (2012),Refractive index,Liquid,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,,,,,
