setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CjIwC,283.15,101.325,1.4763,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,288.15,101.325,1.4751,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,293.15,101.325,1.474,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,298.15,101.325,1.4725,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,303.15,101.325,1.4712,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,308.15,101.325,1.4696,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,313.15,101.325,1.4685,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,318.15,101.325,1.4667,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,323.15,101.325,1.4655,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,328.15,101.325,1.4642,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,333.15,101.325,1.4627,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,338.15,101.325,1.4615,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,343.15,101.325,1.4602,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,348.15,101.325,1.459,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
CjIwC,353.15,101.325,1.4577,Mokhtarani et al. (2008),Refractive index,Liquid,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,,,,
