setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
oCYYq,288.15,0.04887,101,1.38327,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.15027,101,1.39622,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.2004,101,1.40093,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.29981,101,1.40907,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.39902,101,1.41507,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.50055,101,1.42038,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.59768,101,1.42469,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.69743,101,1.42874,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.79615,101,1.43118,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
oCYYq,288.15,0.84738,101,1.43242,Vercher et al. (2010a),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
