setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZvSgC,288.502,85,632.8,1.4268,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,290.071,85,632.8,1.4266,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,291.226,85,632.8,1.4265,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,292.209,85,632.8,1.4264,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,292.98,85,632.8,1.4264,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,293.652,85,632.8,1.4264,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,294.195,85,632.8,1.4264,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,294.703,85,632.8,1.4264,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,295.159,85,632.8,1.4264,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,295.583,85,632.8,1.4264,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,295.965,85,632.8,1.4265,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,296.439,85,632.8,1.4266,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,296.841,85,632.8,1.4267,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,297.14,85,632.8,1.4268,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,297.444,85,632.8,1.4269,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,297.651,85,632.8,1.427,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,297.843,85,632.8,1.4272,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,297.959,85,632.8,1.4273,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.057,85,632.8,1.4274,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.155,85,632.8,1.4275,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.258,85,632.8,1.4276,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.333,85,632.8,1.4277,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.42,85,632.8,1.4278,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.5,85,632.8,1.4279,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.578,85,632.8,1.4281,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.631,85,632.8,1.4282,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.67,85,632.8,1.4284,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
ZvSgC,298.707,85,632.8,1.4285,Zheng et al. (2016a),Refractive index,Liquid mixture 2,Liquid mixture 1,,33,AARRxF,CCC(O)CO,"1,2-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
