setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Nwstv,298.15,0,101,1.4869,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,303.15,0,101,1.4857,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,303.15,0.007,101,1.4845,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,303.15,0.00814,101,1.4842,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,303.15,0.00962,101,1.484,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,303.15,0.01113,101,1.4837,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,303.15,0.01267,101,1.4835,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,308.15,0,101,1.4845,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,308.15,0.007,101,1.4832,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,308.15,0.00814,101,1.4829,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
Nwstv,308.15,0.00962,101,1.4826,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,
