setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
fURIi,298.15,0,101,1.50525,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.0814,101,1.50137,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.1994,101,1.49499,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.3084,101,1.48804,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.4035,101,1.48081,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.5077,101,1.47142,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.6013,101,1.46126,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.7016,101,1.44802,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.8004,101,1.43181,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.9002,101,1.411,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,0.9521,101,1.39773,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
fURIi,298.15,1,101,1.3831,Gonzalez et al. (2009a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,
