setid,"Temperature, K",Volume fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
AtMUm,293.15,0,101,1.36144,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.0898,101,1.37094,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.1519,101,1.37735,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.2046,101,1.38264,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.2741,101,1.38948,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.3163,101,1.39358,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.4292,101,1.40419,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.5885,101,1.41876,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.6938,101,1.42814,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
AtMUm,293.15,0.7656,101,1.43436,Garcia-Mardones et al. (2013b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,
